region,window,metric,metric_label,n_total,test,n,r,r2,p,min_detectable_r,fdr_significant,n_tests
Central Cascades (Stevens/Snoqualmie),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),45,nested,45,,0.019330849226560077,0.3739062199669497,0.40723664075787896,False,2619
Madison & Gallatin (Big Sky),Spring,new_snow_in_total,Total new snow in the window (in),60,nested,60,,0.014087864127577135,0.37486425133530643,0.35493516594241575,False,2619
Wind River Range,Early season,days_with_base,Days per 30 with a skiable base,46,within_nina,16,0.250267557164418,0.06263385016904524,0.375124975004999,0.6509928978614332,False,2619
Tetons (Jackson/Targhee),Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nino,15,0.24719790916058518,0.06110680629336492,0.3753249350129974,0.6688990105175066,False,2619
Park Range (Steamboat),Spring,new_snow_in_total,Total new snow in the window (in),47,nested,47,,0.01831641314544249,0.37539331704135015,0.39891242123069554,False,2619
S Sangre de Cristo (Santa Fe),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nino,15,-0.24537120106668153,0.06020702631290586,0.3755248950209958,0.6688990105175066,False,2619
Sawtooth & Smoky (Sun Valley),Holidays,mean_swe,Base (mean SWE in window),46,within_nino,15,0.24270945652374923,0.05890788028605372,0.3765246950609878,0.6688990105175066,False,2619
Uinta Mtns,Holidays,mean_depth,Base (mean snow depth),30,within_nina,12,0.2807972776618193,0.07884711114228883,0.3769246150769846,0.732389290340833,False,2619
E Cascades rain shadow (Mission Ridge),Early season,mean_swe,Base (mean SWE in window),45,within_nina,16,0.2381357472282808,0.05670863410797164,0.3775244951009798,0.6509928978614332,False,2619
Jemez (Pajarito),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nino,15,-0.24776190790282668,0.061385963007648765,0.37772445510897823,0.6688990105175066,False,2619
Coeur d'Alenes (Silver/Lookout),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),44,nested,44,,0.01947214123656784,0.3781169871814427,0.41159838137646865,False,2619
Bitterroots (Lost Trail),Midwinter,mean_depth,Base (mean snow depth),25,nested,25,,0.03702200316663809,0.37909160491701677,0.5351255042517953,False,2619
Missoula ranges (Montana Snowbowl),Midwinter,days_with_base,Days per 30 with a skiable base,46,within_nino,15,-0.2546146169562064,0.06482860316775571,0.3795240951809638,0.6688990105175066,False,2619
S San Juans (Wolf Creek),Holidays,mean_swe,Base (mean SWE in window),46,within_nino,15,0.24302892861315278,0.059063060142856914,0.3797240551889622,0.6688990105175066,False,2619
W Central Idaho (Brundage/Tamarack),Holidays,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,within_nino,15,0.24319942692532828,0.05914596125680809,0.3799240151969606,0.6688990105175066,False,2619
Bridger Range (Bridger Bowl),Spring,days_with_base,Days per 30 with a skiable base,46,within_nino,15,-0.24511273478640178,0.06008025275446893,0.3799240151969606,0.6688990105175066,False,2619
Beartooth & Absaroka (Red Lodge),Early season,big_storm_days,Powder days per 30 (>= 6 in of new snow),53,nested,53,,0.015747857245713506,0.38024791433340344,0.37669626558347646,False,2619
Wasatch (Alta/Snowbird/Park City),Spring,days_with_base,Days per 30 with a skiable base,48,nested,48,,0.01752891952998125,0.3804231828801631,0.3949367405566347,False,2619
Park Range (Steamboat),Early season,new_snow_in_total,Total new snow in the window (in),47,nested,47,,0.017927076338731446,0.38056387295908956,0.39891242123069554,False,2619
Chugach (Alyeska),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),43,within_nina,15,-0.24877295460978396,0.06188798294528163,0.3807238552289542,0.6688990105175066,False,2619
Madison & Gallatin (Big Sky),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),60,within_nina,22,0.19650287702637978,0.03861338067964453,0.3809238152369526,0.5667539699566799,False,2619
Wind River Range,Early season,days_with_base,Days per 30 with a skiable base,46,nested,46,,0.018318317364420432,0.3810445616849669,0.40301026636269627,False,2619
Sawtooth & Smoky (Sun Valley),Midwinter,days_with_base,Days per 30 with a skiable base,46,within_nina,16,-0.23455941676465447,0.055018119992974866,0.3817236552689462,0.6509928978614332,False,2619
Tushar Mtns (Eagle Point),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),47,within_nino,16,0.23346825582023453,0.05450742647574248,0.382123575284943,0.6509928978614332,False,2619
Tetons (Jackson/Targhee),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nina,16,0.22960647795536246,0.05271913471906635,0.383123375324935,0.6509928978614332,False,2619
S Sierra (Mammoth/June),Early season,new_snow_in_total,Total new snow in the window (in),48,nested,48,,0.01731811985025011,0.38332832918838067,0.3949367405566347,False,2619
Elk Mtns (Aspen/Crested Butte),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nino,15,0.24395654787834756,0.059514797252720485,0.3835232953409318,0.6688990105175066,False,2619
Uinta Mtns,Spring,days_with_base,Days per 30 with a skiable base,48,within_nina,16,-0.23469178209828526,0.05508023258446901,0.3837232553489302,0.6509928978614332,False,2619
S Sierra (Mammoth/June),Holidays,days_with_base,Days per 30 with a skiable base,48,within_nino,16,0.24463726738972222,0.059847392595910445,0.3847230553889222,0.6509928978614332,False,2619
Gore & Tenmile (Vail/Summit/Copper),Spring,new_snow_in_total,Total new snow in the window (in),48,within_nino,16,0.2373374023683183,0.056329042562941016,0.3847230553889222,0.6509928978614332,False,2619
Park Range (Steamboat),Early season,big_storm_days,Powder days per 30 (>= 6 in of new snow),47,within_nino,16,-0.22899715447638985,0.052439696758283555,0.3847230553889222,0.6509928978614332,False,2619
Wind River Range,Spring,storm_days,Storm days per 30 (>= 2 in of new snow),48,nested,48,,0.017197315495394095,0.38500710820152595,0.3949367405566347,False,2619
Central Cascades (Stevens/Snoqualmie),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),45,nested,45,,0.018395033786199534,0.3858412748986366,0.40723664075787896,False,2619
W Central Idaho (Brundage/Tamarack),Spring,days_with_base,Days per 30 with a skiable base,46,within_nino,15,0.2536335087601161,0.06432995676596788,0.3863227354529094,0.6688990105175066,False,2619
North Cascades (Mt Baker),Spring,new_snow_in_total,Total new snow in the window (in),31,nested,31,,0.027798194582378158,0.3873480685333567,0.48496043336552974,False,2619
Ruby Mtns & NE Nevada,Holidays,mean_swe,Base (mean SWE in window),46,within_nino,15,0.24357036684899958,0.059326523606956234,0.3879224155168966,0.6688990105175066,False,2619
Bighorn Mtns (Meadowlark),Spring,mean_depth,Base (mean snow depth),23,nested,23,,0.039442450402646975,0.3881261880755159,0.5556053417105351,False,2619
Chugach (Alyeska),Midwinter,new_snow_in_total,Total new snow in the window (in),43,within_nina,15,0.24430098600529032,0.05968297176315706,0.3887222555488902,0.6688990105175066,False,2619
W Central Idaho (Brundage/Tamarack),Spring,new_snow_in_total,Total new snow in the window (in),46,within_nina,16,0.22614301424669073,0.051140662892578966,0.3889222155568886,0.6509928978614332,False,2619
North Cascades (Mt Baker),Holidays,new_snow_in_total,Total new snow in the window (in),31,within_nina,13,-0.26176851288796615,0.0685227543395773,0.38912217556488704,0.7093821438227795,False,2619
Sawtooth & Smoky (Sun Valley),Early season,new_snow_in_total,Total new snow in the window (in),46,within_nina,16,0.22874590743790094,0.052324690169588746,0.38912217556488704,0.6509928978614332,False,2619
E Cascades rain shadow (Mission Ridge),Holidays,mean_depth,Base (mean snow depth),25,nested,25,,0.035496586540943925,0.3892820075732223,0.5351255042517953,False,2619
N Sierra / Tahoe (Palisades/Heavenly/Rose),Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),48,nested,48,,0.016892265186887512,0.38929220034357415,0.3949367405566347,False,2619
Snowy Range & Sierra Madre,Early season,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nino,16,0.23285980566964207,0.05422368909650347,0.38972205558888223,0.6509928978614332,False,2619
Front Range (Winter Park/Loveland/A-Basin),Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,nested,48,,0.016827501223093292,0.3902105314103208,0.3949367405566347,False,2619
Markagunt (Brian Head),Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),46,within_nina,16,0.23279663262478698,0.05419427216144003,0.3905218956208758,0.6509928978614332,False,2619
Markagunt (Brian Head),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),46,nested,46,,0.017599223169006643,0.39064360267193166,0.40301026636269627,False,2619
E Cascades rain shadow (Mission Ridge),Holidays,storm_days,Storm days per 30 (>= 2 in of new snow),45,within_nino,15,0.24369626986511653,0.0593878719461717,0.39132173565286943,0.6688990105175066,False,2619
N Sangre de Cristo (Taos),Spring,mean_depth,Base (mean snow depth),25,nested,25,,0.03517460952034612,0.3914806082382637,0.5351255042517953,False,2619
N Sierra / Tahoe (Palisades/Heavenly/Rose),Holidays,days_with_base,Days per 30 with a skiable base,48,within_nino,16,0.23388441104672616,0.05470191773067396,0.3915216956608678,0.6509928978614332,False,2619
N Sangre de Cristo (Taos),Midwinter,big_storm_days,Powder days per 30 (>= 6 in of new snow),47,within_nino,16,-0.2347136236529317,0.055090485128290054,0.39172165566886624,0.6509928978614332,False,2619
Uinta Mtns,Early season,new_snow_in_total,Total new snow in the window (in),48,within_nino,16,0.22537208108230852,0.05079257493137065,0.39232153569286143,0.6509928978614332,False,2619
Madison & Gallatin (Big Sky),Midwinter,new_snow_in_total,Total new snow in the window (in),60,within_nino,20,-0.19822292838001912,0.03929232933555019,0.3925214957008598,0.5911839833526782,False,2619
Madison & Gallatin (Big Sky),Holidays,mean_depth,Base (mean snow depth),27,nested,27,,0.031911310643259035,0.3929045210351415,0.5167321619197414,False,2619
San Juans (Telluride/Purgatory),Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,nested,46,,0.017402317934495457,0.3933309619015035,0.40301026636269627,False,2619
Blue Mtns (Anthony Lakes),Early season,new_snow_in_total,Total new snow in the window (in),48,within_nina,16,-0.22920461205409365,0.05253475418686757,0.3935212957408518,0.6509928978614332,False,2619
Jemez (Pajarito),Midwinter,mean_swe,Base (mean SWE in window),46,within_nino,15,0.24383383191035768,0.05945493758408856,0.3945210957808438,0.6688990105175066,False,2619
S Sangre de Cristo (Santa Fe),Early season,new_snow_in_total,Total new snow in the window (in),46,nested,46,,0.01728585078045631,0.3949327612020104,0.40301026636269627,False,2619
Tetons (Jackson/Targhee),Midwinter,mean_swe,Base (mean SWE in window),46,nested,46,,0.017261402311823784,0.39527017437919587,0.40301026636269627,False,2619
Tetons (Jackson/Targhee),Early season,big_storm_days,Powder days per 30 (>= 6 in of new snow),46,nested,46,,0.01725646272117532,0.3953383950469309,0.40301026636269627,False,2619
Blue Mtns (Anthony Lakes),Early season,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nina,16,-0.23298066974384396,0.054279992474290086,0.39692061587682465,0.6509928978614332,False,2619
Madison & Gallatin (Big Sky),Holidays,days_with_base,Days per 30 with a skiable base,60,nested,60,,0.012832359896752948,0.39718205864698664,0.35493516594241575,False,2619
N Sierra / Tahoe (Palisades/Heavenly/Rose),Spring,big_storm_days,Powder days per 30 (>= 6 in of new snow),48,nested,48,,0.016320766229393227,0.39750224112182686,0.3949367405566347,False,2619
Wasatch (Alta/Snowbird/Park City),Spring,storm_days,Storm days per 30 (>= 2 in of new snow),48,within_nino,16,0.22815360021730646,0.052054065292118507,0.39752049590081984,0.6509928978614332,False,2619
Tushar Mtns (Eagle Point),Spring,mean_swe,Base (mean SWE in window),47,within_nina,16,0.22790397435597315,0.051940221527248066,0.39792041591681665,0.6509928978614332,False,2619
Beartooth & Absaroka (Red Lodge),Spring,mean_swe,Base (mean SWE in window),53,within_nina,19,-0.20791379196362944,0.043228144888695384,0.3993201359728054,0.6046192670424827,False,2619
S Washington Cascades (Crystal/White Pass),Holidays,mean_depth,Base (mean snow depth),29,within_nina,12,-0.2635184006632632,0.06944194748812411,0.3997200559888022,0.732389290340833,False,2619
Uinta Mtns,Midwinter,storm_days,Storm days per 30 (>= 2 in of new snow),48,nested,48,,0.0161533924990017,0.3999530200557585,0.3949367405566347,False,2619
Tetons (Jackson/Targhee),Early season,days_with_base,Days per 30 with a skiable base,46,nested,46,,0.016899754110906048,0.40030927532592653,0.40301026636269627,False,2619
Blue Mtns (Anthony Lakes),Early season,mean_swe,Base (mean SWE in window),48,within_nino,16,0.22919564810856852,0.05253064511190677,0.40111977604479104,0.6509928978614332,False,2619
